DISTRICT,District Code,Facility Code,Facility Name,ZONE,FACTYPE,MGA,FTYPE,LATITUDE,LONGITUDE,,
Phalombe,PE,3514,Nazombe Health Centre (GoGo),South East,Health Centre,Government/public,Rural,-15.752330,35.774980,,
Phalombe,PE,3511,Nkhulambe Health Centre,South East,Health Centre,Government/public,Rural,-15.859490,35.747510,,
Phalombe,PE,3512,Phalombe Health Centre,South East,Health Centre,Government/public,Rural,-15.806770,35.649180,,
Phalombe,PE,3501,Chiringa Maternity,South East,Maternity,Government/public,Rural,-15.772130,35.769650,,
Phalombe,PE,3513,Nambiti 1,South East,Health Post,Government/public,Rural,-15.802930,35.763920,,
Phalombe,PE,3519,Waruma,South East,Health Post,Government/public,Rural,-15.770850,35.550930,,
Phalombe,PE,3515,Holy Family Hospital,South East,Other Hospital,Christian Health Association of Malawi (CHAM),Rural,-15.824710,35.618750,,
Phalombe,PE,3501,Chiringa CHAM Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.765830,35.762160,,
Phalombe,PE,3509,Mwanga Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.646320,35.532210,,
Phalombe,PE,3518,Sukasanje Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.930380,35.766030,,
Phalombe,PE,3516,Mulungu Alinafe Clinic,South East,Clinic,NGO,Rural,-15.857190,35.815520,,
,,,,,,,,,,,
Chikwawa,CK,3303,Chikwawa District Hospital,South West,District Hospital,Government/public,Urban,-16.023100,34.793460,,
Chikwawa,CK,3315,Ngabu Rural Hospital,South West,Rural/Community Hospital,Government/public,Rural,-16.459280,34.892530,,
Chikwawa,CK,3322,Beleu Health Centre,South West,Health Centre,Government/public,Rural,-16.151990,34.853760,,
Chikwawa,CK,3301,Chang'ambika Health Centre,South West,Health Centre,Government/public,Rural,-15.803010,34.309280,,
Chikwawa,CK,3302,Chapananga Health Centre,South West,Health Centre,Government/public,Rural,-16.005510,34.485670,,
Chikwawa,CK,3304,Chapwaila Health Centre,South West,Health Centre,Government/public,Rural,-16.398420,34.775720,,
Chikwawa,CK,3324,Chithumba Health Centre,South West,Health Centre,Government/public,Rural,-15.803690,34.476290,,
Chikwawa,CK,3305,Dolo Health Centre,South West,Health Centre,Government/public,Rural,-16.553490,34.924230,,
Chikwawa,CK,3306,Gaga Health Centre,South West,Health Centre,Government/public,Rural,-15.806780,34.364870,,
Chikwawa,CK,3307,Kakoma Health Centre,South West,Health Centre,Government/public,Rural,-16.098190,34.623980,,
Chikwawa,CK,3310,Makhwira Health Centre,South West,Health Centre,Government/public,Rural,-16.194830,35.010650,,
Chikwawa,CK,3311,Maperera Health Centre,South West,Health Centre,Government/public,Rural,-16.105340,34.915700,,
Chikwawa,CK,3320,Mfera Health Centre,South West,Health Centre,Government/public,Rural,-16.068180,34.867240,,
Chikwawa,CK,3314,Ndakwera Health Centre,South West,Health Centre,Government/public,Rural,-16.223570,34.688960,,
Chikwawa,CK,3313,Nkumaniza Health Centre,South West,Health Centre,Government/public,Rural,-16.479440,34.724310,,
Chikwawa,CK,3308,Kasinthula Dispensary,South West,Dispensary,Government/public,Rural,-16.074160,34.816510,,
Chikwawa,CK,3335,Hunger Clinic,South West,Clinic,Government/public,Urban,-16.270450,34.863680,,
Chikwawa,CK,3336,Kubalalika Health Post,South West,Health Post,Government/public,Rural,-15.907960,34.394050,,
Chikwawa,CK,3337,Mitondo Health Post,South West,Health Post,Government/public,Rural,-16.268840,35.057890,,
Chikwawa,CK,3338,Nkhate Health Post,South West,Health Post,Government/public,Rural,-16.146700,34.958860,,
Chikwawa,CK,3316,St Montfort Hospital,South West,Other Hospital,Christian Health Association of Malawi (CHAM),Rural,-16.257160,34.868310,,
Chikwawa,CK,3312,Misomali Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-16.037750,34.537200,,
Chikwawa,CK,3315,Ngabu SDA Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-16.465160,34.879010,,
Chikwawa,CK,3339,"Chanza, Edwin, Erapecha Clinic",South West,Clinic,Private for profit,Urban,-16.260440,34.868440,,
Chikwawa,CK,3340,"Mabwera, Walson D. Chinyanje P",South West,Clinic,Private for profit,Urban,-16.043130,34.798940,,
Chikwawa,CK,3341,"Mainjeni, Fyson W D. Fema Priv",South West,Clinic,Private for profit,Rural,-16.266760,35.062840,,
Chikwawa,CK,3342,Masache Private Clinic,South West,Clinic,Private for profit,Rural,-16.270280,34.873440,,
Chikwawa,CK,3343,Ngabu BLM Clinic,South West,Clinic,NGO,Rural,-16.466790,34.872970,,
Chikwawa,CK,3344,Sucoma Clinic Illovo (Armumend,South West,Clinic,Company,Rural,-16.403140,34.883200,,
Chikwawa,CK,3345,Sucoma Illovo Factory Clinic,South West,Clinic,Company,Rural,-16.257730,34.891810,,
Chikwawa,CK,3328,SUCOMA Kalulu Clinic,South West,Clinic,Company,Urban,-16.241440,34.911640,,
Chikwawa,CK,3332,SUCOMA Mangulenje Clinic,South West,Clinic,Company,Rural,-16.222270,34.854400,,
Chikwawa,CK,3333,Sucoma/Mwanza/Illovo Clinic,South West,Clinic,Company,Urban,-16.189400,34.880650,,
Chikwawa,CK,3331,SUCOMA Lengwe,South West,Clinic,Company,Rural,-16.200380,34.799700,,
Chikwawa,CK,3334,SUCOMA Mkombezi,South West,Clinic,Company,Urban,-16.276330,34.880540,,
,,,,,,,,,,,
Nsanje,NJ,3409,Nsanje District Hospital,South West,District Hospital,Government/public,Urban,-16.917940,35.260010,,
Nsanje,NJ,3402,Kalemba Community Hospital,South West,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,-16.575720,35.112070,,
Nsanje,NJ,3421,Kamphata Health Post,South West,Health Post,Government/public,Rural,-17.046800,35.216580,,
Nsanje,NJ,3423,Makhanga Health Centre,South West,Health Centre,Government/public,Rural,-16.521500,35.173470,,
Nsanje,NJ,3405,Masenjere Health Centre,South West,Health Centre,Government/public,Rural,-16.337210,35.096710,,
Nsanje,NJ,3406,Mbenje Health Centre,South West,Health Centre,Government/public,Rural,-16.994640,35.220790,,
Nsanje,NJ,3408,Ndamera Health Centre,South West,Health Centre,Government/public,Rural,-17.095690,35.219020,,
Nsanje,NJ,3410,Nyamithuthu Health Centre,South West,Health Centre,Government/public,Rural,-16.682130,35.198210,,
Nsanje,NJ,3417,Phokera Health Centre,South West,Health Centre,Government/public,Rural,-16.628310,35.156630,,
Nsanje,NJ,3411,Sankhulani Health Centre,South West,Health Centre,Government/public,Rural,-16.456861,35.258889,,
Nsanje,NJ,3412,Sorgin Health Centre,South West,Health Centre,Government/public,Rural,-16.542780,35.011590,,
Nsanje,NJ,3413,Tengani Health Centre,South West,Health Centre,Government/public,Rural,-16.733080,35.270150,,
Nsanje,NJ,3422,Nkhande Dispensary,South West,Dispensary,Government/public,Urban,-17.114890,35.156880,,
Nsanje,NJ,3415,Ching'oma Health Post,South West,Health Post,Government/public,Rural,-16.999306,35.109333,,
Nsanje,NJ,3419,Kanyimbi Health Post,South West,Health Post,Government/public,Rural,-16.694530,34.967000,,
Nsanje,NJ,3420,Mchacha Health Post,South West,Health Post,Government/public,Rural,-16.491510,35.159910,,
Nsanje,NJ,3418,Misamvu Health Post,South West,Health Post,Government/public,Rural,-16.762550,35.047390,,
Nsanje,NJ,3416,Mkango Health Post,South West,Health Post,Government/public,Rural,-16.824720,35.304080,,
Nsanje,NJ,3407,Mlolo Health Post,South West,Health Post,Government/public,Rural,-16.419590,35.152500,,
Nsanje,NJ,3424,Trinity Hospital,South West,Other Hospital,Christian Health Association of Malawi (CHAM),Rural,-16.419190,35.171540,,
Nsanje,NJ,3401,Chididi Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-16.914950,35.173330,,
Nsanje,NJ,3403,Lulwe Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-17.087650,35.114150,,
Nsanje,NJ,3425,Tikondane Clinic,South West,Clinic,Private for profit,Rural,-16.580350,35.109530,,
,,,,,,,,,,,
Balaka,BLK,3601,Balaka District Hospital,South East,District Hospital,Government/public,Urban,-14.984980,34.949590,,
Balaka,BLK,3612,Chiendausiku Health Centre,South East,Health Centre,Government/public,Rural,-15.018550,35.076530,,
Balaka,BLK,3603,Kalembo Health Centre,South East,Health Centre,Government/public,Rural,-14.842680,35.170810,,
Balaka,BLK,3613,Kwitanda Health Centre,South East,Health Centre,Government/public,Rural,-15.064950,35.093000,,
Balaka,BLK,3605,Mbera Health Centre,South East,Health Centre,Government/public,Rural,-14.910880,35.053260,,
Balaka,BLK,3611,Namanolo Health Centre,South East,Health Centre,Government/public,Rural,-15.000710,35.190040,,
Balaka,BLK,3616,Nandumbo Health  Centre,South East,Health Centre,Government/public,Rural,-14.851690,35.225520,,
Balaka,BLK,3607,Phimbi Health Centre,South East,Health Centre,Government/public,Rural,-15.250750,35.107160,,
Balaka,BLK,3617,Mwima Health Post,South East,Health Post,Government/public,Rural,-14.929670,35.184980,,
Balaka,BLK,3618,Nambira Health Post,South East,Health Post,Government/public,Rural,-14.802590,35.064110,,
Balaka,BLK,3615,Comfort Clinic,South East,Health Centre,Christian Health Association of Malawi (CHAM),Urban,-15.003180,34.952440,,
Balaka,BLK,3604,Kankao Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.054250,34.922640,,
Balaka,BLK,3606,Phalula Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.225570,34.893220,,
Balaka,BLK,3608,Ulongwe Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.862470,35.177340,,
Balaka,BLK,3609,Utale 1 Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.177740,35.064240,,
Balaka,BLK,3610,Utale 2 Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.169810,35.072390,,
Balaka,BLK,3619,Balaka Private Clinic,South East,Clinic,Private for profit,Urban,-14.983390,34.961700,,
Balaka,BLK,3620,Chithandizo Private Clinic,South East,Clinic,Private for profit,Rural,-14.987170,34.951760,,
Balaka,BLK,3621,Maku Private Clinic,South East,Clinic,Private for profit,Urban,-14.985210,34.942690,,
Balaka,BLK,3614,Balaka Dream Clinic,South East,Clinic,Mission/ Faith-based (other than CHAM),Urban,-15.003220,34.952480,,
Balaka,BLK,3622,Balaka BLM Clinic,South East,Clinic,NGO,Rural,-14.988760,34.955570,,
,,,,,,,,,,,
Neno,NE,3703,Lisungwi Community Hospital,South West,Rural/Community Hospital,Government/public,Rural,-15.435570,34.778380,,
Neno,NE,3709,Neno District Hospital,South West,District Hospital,Government/public,Rural,-15.395240,34.653490,,
Neno,NE,3701,Chifunga Health Centre,South West,Health Centre,Government/public,Rural,-15.598250,34.698920,,
Neno,NE,3702,Ligowe Health Centre,South West,Health Centre,Government/public,Urban,-15.473680,34.651820,,
Neno,NE,3704,Luwani Health Centre,South West,Health Centre,Government/public,Rural,-15.479810,34.742410,,
Neno,NE,3705,Magaleta Health Centre,South West,Health Centre,Government/public,Rural,-15.550830,34.628360,,
Neno,NE,3706,Matandani Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.330710,34.653210,,
Neno,NE,3707,Matope Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.353700,34.947320,,
Neno,NE,3710,Neno Parish Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.437010,34.608430,,
Neno,NE,3711,Nsambe Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.261350,34.613500,,
Neno,NE,3714,Muferanji Clinic,South West,Dispensary,Private for profit,Rural,-15.365140,34.654470,,
Neno,NE,3713,Zalewa DAPP VCT Station,South West,Clinic,NGO,Rural,-15.449950,34.850400,,
Neno,NE,3712,Nkula Health Centre,South West,Clinic,Company,Rural,-15.521930,34.825120,,
Neno,NE,3715,Mota-Engil Clinic - Mkwinda Ca,South West,Clinic,Company,Rural,-15.414260,34.824290,,
